informal_stmt,formal_stmt,header,proof_state,mathlib_dependencies,hard_dependencies,source,problem_name,full_name,problem_type,split
"Let $f: \mathbb{R} \rightarrow \mathbb{R}$ be an infinitely differentiable function satisfying $f(0)=0, f(1)=1$, and $f(x) \geq 0$ for all $x \in$ $\mathbb{R}$. Show that there exist a positive integer $n$ and a real number $x$ such that $f^{(n)}(x)<0$.","theorem exercise_2018_a5 (f : ℝ → ℝ) (hf : ContDiff ℝ ⊤ f)
  (hf0 : f 0 = 0) (hf1 : f 1 = 1) (hf2 : ∀ x, f x ≥ 0) :
  ∃ (n : ℕ) (x : ℝ), iteratedDeriv n f x = 0 :=
sorry","import Mathlib

open scoped BigOperators


","f : ℝ → ℝ
hf : ContDiff ℝ ⊤ f
hf0 : f 0 = 0
hf1 : f 1 = 1
hf2 : ∀ (x : ℝ), f x ≥ 0
⊢ ∃ n x, iteratedDeriv n f x = 0","['ContDiff', 'iteratedDeriv']",[],Putnam,exercise_2018_a5,Putnam.exercise_2018_a5,proof,test
"Let $n$ be a positive integer, and let $f_{n}(z)=n+(n-1) z+$ $(n-2) z^{2}+\cdots+z^{n-1}$. Prove that $f_{n}$ has no roots in the closed unit disk $\{z \in \mathbb{C}:|z| \leq 1\}$.","theorem exercise_2018_b2 (n : ℕ) (hn : n > 0) (f : ℕ → ℂ → ℂ)
  (hf : ∀ n : ℕ, f n = λ (z : ℂ) => (∑ i : Fin n, (n-i)* z^(i : ℕ))) :
  ¬ (∃ z : ℂ, ‖z‖ ≤ 1 ∧ f n z = 0) :=
sorry","import Mathlib

open scoped BigOperators


","n : ℕ
hn : n > 0
f : ℕ → ℂ → ℂ
hf : ∀ (n : ℕ), f n = fun z ↦ ∑ i : Fin n, (↑n - ↑↑i) * z ^ ↑i
⊢ ¬∃ z, ‖z‖ ≤ 1 ∧ f n z = 0",['Fin'],[],Putnam,exercise_2018_b2,Putnam.exercise_2018_b2,proof,test
"Given a real number $a$, we define a sequence by $x_{0}=1$, $x_{1}=x_{2}=a$, and $x_{n+1}=2 x_{n} x_{n-1}-x_{n-2}$ for $n \geq 2$. Prove that if $x_{n}=0$ for some $n$, then the sequence is periodic.","theorem exercise_2018_b4 (a : ℝ) (x : ℕ → ℝ) (hx0 : x 0 = a)
  (hx1 : x 1 = a)
  (hxn : ∀ n : ℕ, n ≥ 2 → x (n+1) = 2*(x n)*(x (n-1)) - x (n-2))
  (h : ∃ n, x n = 0) :
  ∃ c, Function.Periodic x c :=
sorry","import Mathlib

open scoped BigOperators


","a : ℝ
x : ℕ → ℝ
hx0 : x 0 = a
hx1 : x 1 = a
hxn : ∀ n ≥ 2, x (n + 1) = 2 * x n * x (n - 1) - x (n - 2)
h : ∃ n, x n = 0
⊢ ∃ c, Function.Periodic x c",['Function.Periodic'],[],Putnam,exercise_2018_b4,Putnam.exercise_2018_b4,proof,test
"Suppose that $f(x)=\sum_{i=0}^{\infty} c_{i} x^{i}$ is a power series for which each coefficient $c_{i}$ is 0 or 1 . Show that if $f(2 / 3)=3 / 2$, then $f(1 / 2)$ must be irrational.","theorem exercise_2017_b3 (f : ℝ → ℝ) (c : ℕ → ℝ)
  (hf : f = λ x => (∑' (i : ℕ), (c i) * x^i))
  (hc : ∀ n, c n = 0 ∨ c n = 1)
  (hf1 : f (2/3) = 3/2) :
  Irrational (f (1/2)) :=
sorry","import Mathlib

open scoped BigOperators


","f : ℝ → ℝ
c : ℕ → ℝ
hf : f = fun x ↦ ∑' (i : ℕ), c i * x ^ i
hc : ∀ (n : ℕ), c n = 0 ∨ c n = 1
hf1 : f (2 / 3) = 3 / 2
⊢ Irrational (f (1 / 2))",['Irrational'],[],Putnam,exercise_2017_b3,Putnam.exercise_2017_b3,proof,test
Let $P_n(x)=1+2 x+3 x^2+\cdots+n x^{n-1} .$ Prove that the polynomials $P_j(x)$ and $P_k(x)$ are relatively prime for all positive integers $j$ and $k$ with $j \neq k$.,"theorem exercise_2014_a5 (P : ℕ → Polynomial ℤ)
  (hP : ∀ n, P n = ∑ i : Fin n, (n+1) * Polynomial.X ^ n) :
  ∀ (j k : ℕ), j ≠ k → IsCoprime (P j) (P k) :=
sorry","import Mathlib

open scoped BigOperators


","P : ℕ → Polynomial ℤ
hP : ∀ (n : ℕ), P n = ∑ i : Fin n, (↑n + 1) * Polynomial.X ^ n
⊢ ∀ (j k : ℕ), j ≠ k → IsCoprime (P j) (P k)","['Polynomial', 'Fin', 'Polynomial.X', 'IsCoprime']",[],Putnam,exercise_2014_a5,Putnam.exercise_2014_a5,proof,test
"Prove that for each positive integer $n$, the number $10^{10^{10^n}}+10^{10^n}+10^n-1$ is not prime.","theorem exercise_2010_a4 (n : ℕ) :
  ¬ Nat.Prime (10^10^10^n + 10^10^n + 10^n - 1) :=
sorry","import Mathlib

open scoped BigOperators


","n : ℕ
⊢ ¬Nat.Prime (10 ^ 10 ^ 10 ^ n + 10 ^ 10 ^ n + 10 ^ n - 1)",['Nat.Prime'],[],Putnam,exercise_2010_a4,Putnam.exercise_2010_a4,proof,test
"Prove that there are unique positive integers $a, n$ such that $a^{n+1}-(a+1)^n=2001$.","theorem exercise_2001_a5 :
  ∃! a n : ℕ, a > 0 ∧ n > 0 ∧ a^(n+1) - (a+1)^n = 2001 :=
sorry","import Mathlib

open scoped BigOperators


","⊢ ∃! a n, a > 0 ∧ n > 0 ∧ a ^ (n + 1) - (a + 1) ^ n = 2001",[],[],Putnam,exercise_2001_a5,Putnam.exercise_2001_a5,proof,test
"Prove that there exist infinitely many integers $n$ such that $n, n+1, n+2$ are each the sum of the squares of two integers.","theorem exercise_2000_a2 :
  ∀ N : ℕ, ∃ n : ℕ, n > N ∧ ∃ i : Fin 6 → ℕ, n = (i 0)^2 + (i 1)^2 ∧
  n + 1 = (i 2)^2 + (i 3)^2 ∧ n + 2 = (i 4)^2 + (i 5)^2 :=
sorry","import Mathlib

open scoped BigOperators


","⊢ ∀ (N : ℕ), ∃ n > N, ∃ i, n = i 0 ^ 2 + i 1 ^ 2 ∧ n + 1 = i 2 ^ 2 + i 3 ^ 2 ∧ n + 2 = i 4 ^ 2 + i 5 ^ 2",[],[],Putnam,exercise_2000_a2,Putnam.exercise_2000_a2,proof,test
"Let $f$ be a real function with a continuous third derivative such that $f(x), f^{\prime}(x), f^{\prime \prime}(x), f^{\prime \prime \prime}(x)$ are positive for all $x$. Suppose that $f^{\prime \prime \prime}(x) \leq f(x)$ for all $x$. Show that $f^{\prime}(x)<2 f(x)$ for all $x$.","theorem exercise_1999_b4 (f : ℝ → ℝ) (hf: ContDiff ℝ 3 f)
  (hf1 : ∀ n ≤ 3, ∀ x : ℝ, iteratedDeriv n f x > 0)
  (hf2 : ∀ x : ℝ, iteratedDeriv 3 f x ≤ f x) :
  ∀ x : ℝ, deriv f x < 2 * f x :=
sorry","import Mathlib

open scoped BigOperators


","f : ℝ → ℝ
hf : ContDiff ℝ 3 f
hf1 : ∀ n ≤ 3, ∀ (x : ℝ), iteratedDeriv n f x > 0
hf2 : ∀ (x : ℝ), iteratedDeriv 3 f x ≤ f x
⊢ ∀ (x : ℝ), deriv f x < 2 * f x","['ContDiff', 'iteratedDeriv', 'deriv']",[],Putnam,exercise_1999_b4,Putnam.exercise_1999_b4,proof,test
Let $f$ be a real function on the real line with continuous third derivative. Prove that there exists a point $a$ such that $f(a) \cdot f^{\prime}(a) \cdot f^{\prime \prime}(a) \cdot f^{\prime \prime \prime}(a) \geq 0$.,"theorem exercise_1998_a3 (f : ℝ → ℝ) (hf : ContDiff ℝ 3 f) :
  ∃ a : ℝ, (f a) * (deriv f a) * (iteratedDeriv 2 f a) * (iteratedDeriv 3 f a) ≥ 0 :=
sorry","import Mathlib

open scoped BigOperators


","f : ℝ → ℝ
hf : ContDiff ℝ 3 f
⊢ ∃ a, f a * deriv f a * iteratedDeriv 2 f a * iteratedDeriv 3 f a ≥ 0","['ContDiff', 'deriv', 'iteratedDeriv']",[],Putnam,exercise_1998_a3,Putnam.exercise_1998_a3,proof,test
"Prove that, for any integers $a, b, c$, there exists a positive integer $n$ such that $\sqrt{n^3+a n^2+b n+c}$ is not an integer.","theorem exercise_1998_b6 (a b c : ℤ) :
  ∃ n : ℤ, n > 0 ∧ ¬ ∃ m : ℤ, Real.sqrt (n^3 + a*n^2 + b*n + c) = m :=
sorry","import Mathlib

open scoped BigOperators


","a, b, c : ℤ
⊢ ∃ n > 0, ¬∃ m, Real.sqrt (↑n ^ 3 + ↑a * ↑n ^ 2 + ↑b * ↑n + ↑c) = ↑m",['Real.sqrt'],[],Putnam,exercise_1998_b6,Putnam.exercise_1998_b6,proof,test
Show that $\frac{-1 + \sqrt{3}i}{2}$ is a cube root of 1 (meaning that its cube equals 1).,"theorem exercise_1_2 :
  (⟨-1/2, Real.sqrt 3 / 2⟩ : ℂ) ^ 3 = -1 :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","⊢ { re := -1 / 2, im := Real.sqrt 3 / 2 } ^ 3 = -1",['Real.sqrt'],[],Axler,exercise_1_2,Axler.exercise_1_2,proof,test
Prove that $-(-v) = v$ for every $v \in V$.,"theorem exercise_1_3 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] {v : V} : -(-v) = v :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
v : V
⊢ - -v = v","['AddCommGroup', 'Field', 'Module']",[],Axler,exercise_1_3,Axler.exercise_1_3,proof,test
"Prove that if $a \in \mathbf{F}$, $v \in V$, and $av = 0$, then $a = 0$ or $v = 0$.","theorem exercise_1_4 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] (v : V) (a : F): a • v = 0 ↔ a = 0 ∨ v = 0 :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
v : V
a : F
⊢ a • v = 0 ↔ a = 0 ∨ v = 0","['AddCommGroup', 'Field', 'Module']",[],Axler,exercise_1_4,Axler.exercise_1_4,proof,test
Prove that the intersection of any collection of subspaces of $V$ is a subspace of $V$.,"theorem exercise_1_8 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] {ι : Type*} (u : ι → Submodule F V) :
  ∃ U : Submodule F V, (⋂ (i : ι), (u i).carrier) = ↑U :=
  by
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
ι : Type u_3
u : ι → Submodule F V
⊢ ∃ U, ⋂ i, (u i).carrier = ↑U","['AddCommGroup', 'Field', 'Module', 'Submodule']",[],Axler,exercise_1_8,Axler.exercise_1_8,proof,test
Prove that the union of two subspaces of $V$ is a subspace of $V$ if and only if one of the subspaces is contained in the other.,"theorem exercise_1_9 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] (U W : Submodule F V):
  ∃ U' : Submodule F V, (U'.carrier = ↑U ∩ ↑W ↔ (U ≤ W ∨ W ≤ U)) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
U, W : Submodule F V
⊢ ∃ U', U'.carrier = ↑U ∩ ↑W ↔ U ≤ W ∨ W ≤ U","['AddCommGroup', 'Field', 'Module', 'Submodule']",[],Axler,exercise_1_9,Axler.exercise_1_9,proof,test
"Show that every linear map from a one-dimensional vector space to itself is multiplication by some scalar. More precisely, prove that if $\operatorname{dim} V=1$ and $T \in \mathcal{L}(V, V)$, then there exists $a \in \mathbf{F}$ such that $T v=a v$ for all $v \in V$.","theorem exercise_3_1 {F V : Type*}
  [AddCommGroup V] [Field F] [Module F V] [FiniteDimensional F V]
  (T : V →ₗ[F] V) (hT : finrank F V = 1) :
  ∃ c : F, ∀ v : V, T v = c • v:=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝³ : AddCommGroup V
inst✝² : Field F
inst✝¹ : Module F V
inst✝ : FiniteDimensional F V
T : V →ₗ[F] V
hT : FiniteDimensional.finrank F V = 1
⊢ ∃ c, ∀ (v : V), T v = c • v","['AddCommGroup', 'Field', 'Module', 'FiniteDimensional', 'FiniteDimensional.finrank']",[],Axler,exercise_3_1,Axler.exercise_3_1,proof,test
"Suppose that $V$ is finite dimensional and that $T \in \mathcal{L}(V, W)$. Prove that there exists a subspace $U$ of $V$ such that $U \cap \operatorname{null} T=\{0\}$ and range $T=\{T u: u \in U\}$.","theorem exercise_3_8 {F V W : Type*}  [AddCommGroup V]
  [AddCommGroup W] [Field F] [Module F V] [Module F W]
  (L : V →ₗ[F] W) :
  ∃ U : Submodule F V, U ⊓ (ker L) = ⊥ ∧
  (range L = range (domRestrict L U)):=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
W : Type u_3
inst✝⁴ : AddCommGroup V
inst✝³ : AddCommGroup W
inst✝² : Field F
inst✝¹ : Module F V
inst✝ : Module F W
L : V →ₗ[F] W
⊢ ∃ U, U ⊓ LinearMap.ker L = ⊥ ∧ LinearMap.range L = LinearMap.range (LinearMap.domRestrict L U)","['AddCommGroup', 'Field', 'Module', 'LinearMap.ker', 'LinearMap.range', 'LinearMap.domRestrict']",[],Axler,exercise_3_8,Axler.exercise_3_8,proof,test
Suppose $p \in \mathcal{P}(\mathbf{C})$ has degree $m$. Prove that $p$ has $m$ distinct roots if and only if $p$ and its derivative $p^{\prime}$ have no roots in common.,"theorem exercise_4_4 (p : Polynomial ℂ) :
  p.degree = @card (rootSet p ℂ) (rootSetFintype p ℂ) ↔
  Disjoint
  (@card (rootSet (derivative p) ℂ) (rootSetFintype (derivative p) ℂ))
  (@card (rootSet p ℂ) (rootSetFintype p ℂ)) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","p : ℂ[X]
⊢ Polynomial.degree p = ↑(Fintype.card ↑(Polynomial.rootSet p ℂ)) ↔ Disjoint (Fintype.card ↑(Polynomial.rootSet (Polynomial.derivative p) ℂ)) (Fintype.card ↑(Polynomial.rootSet p ℂ))","['Polynomial.degree', 'Fintype.card', 'Polynomial.rootSet', 'Disjoint', 'Polynomial.derivative']",[],Axler,exercise_4_4,Axler.exercise_4_4,proof,test
"Suppose $T \in \mathcal{L}(V)$. Prove that if $U_{1}, \ldots, U_{m}$ are subspaces of $V$ invariant under $T$, then $U_{1}+\cdots+U_{m}$ is invariant under $T$.","theorem exercise_5_1 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] {L : V →ₗ[F] V} {n : ℕ} (U : Fin n → Submodule F V)
  (hU : ∀ i : Fin n, Submodule.map L (U i) = U i) :
  Submodule.map L (∑ i : Fin n, U i : Submodule F V) =
  (∑ i : Fin n, U i : Submodule F V) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
L : V →ₗ[F] V
n : ℕ
U : Fin n → Submodule F V
hU : ∀ (i : Fin n), Submodule.map L (U i) = U i
⊢ Submodule.map L (∑ i : Fin n, U i) = ∑ i : Fin n, U i","['AddCommGroup', 'Field', 'Module', 'Fin', 'Submodule', 'Submodule.map']",[],Axler,exercise_5_1,Axler.exercise_5_1,proof,test
"Suppose that $S, T \in \mathcal{L}(V)$ are such that $S T=T S$. Prove that $\operatorname{null} (T-\lambda I)$ is invariant under $S$ for every $\lambda \in \mathbf{F}$.","theorem exercise_5_4 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] (S T : V →ₗ[F] V) (hST : S ∘ T = T ∘ S) (c : F):
  Submodule.map S (ker (T - c • LinearMap.id)) = ker (T - c • LinearMap.id) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
S, T : V →ₗ[F] V
hST : ⇑S ∘ ⇑T = ⇑T ∘ ⇑S
c : F
⊢ Submodule.map S (LinearMap.ker (T - c • LinearMap.id)) = LinearMap.ker (T - c • LinearMap.id)","['AddCommGroup', 'Field', 'Module', 'Submodule.map', 'LinearMap.ker', 'LinearMap.id']",[],Axler,exercise_5_4,Axler.exercise_5_4,proof,test
"Suppose $S, T \in \mathcal{L}(V)$. Prove that $S T$ and $T S$ have the same eigenvalues.","theorem exercise_5_11 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] (S T : End F V) :
  (S * T).Eigenvalues = (T * S).Eigenvalues :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
S, T : Module.End F V
⊢ Module.End.Eigenvalues (S * T) = Module.End.Eigenvalues (T * S)","['AddCommGroup', 'Field', 'Module', 'Module.End', 'Module.End.Eigenvalues']",[],Axler,exercise_5_11,Axler.exercise_5_11,proof,test
Suppose $T \in \mathcal{L}(V)$ is such that every vector in $V$ is an eigenvector of $T$. Prove that $T$ is a scalar multiple of the identity operator.,"theorem exercise_5_12 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] {S : End F V}
  (hS : ∀ v : V, ∃ c : F, v ∈ eigenspace S c) :
  ∃ c : F, S = c • LinearMap.id :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝² : AddCommGroup V
inst✝¹ : Field F
inst✝ : Module F V
S : Module.End F V
hS : ∀ (v : V), ∃ c, v ∈ Module.End.eigenspace S c
⊢ ∃ c, S = c • LinearMap.id","['AddCommGroup', 'Field', 'Module', 'Module.End', 'Module.End.eigenspace', 'LinearMap.id']",[],Axler,exercise_5_12,Axler.exercise_5_12,proof,test
Suppose $T \in \mathcal{L}(V)$ is such that every subspace of $V$ with dimension $\operatorname{dim} V-1$ is invariant under $T$. Prove that $T$ is a scalar multiple of the identity operator.,"theorem exercise_5_13 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] [FiniteDimensional F V] {T : End F V}
  (hS : ∀ U : Submodule F V, finrank F U = finrank F V - 1 →
  Submodule.map T U = U) : ∃ c : F, T = c • LinearMap.id :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝³ : AddCommGroup V
inst✝² : Field F
inst✝¹ : Module F V
inst✝ : FiniteDimensional F V
T : Module.End F V
hS : ∀ (U : Submodule F V), FiniteDimensional.finrank F ↥U = FiniteDimensional.finrank F V - 1 → Submodule.map T U = U
⊢ ∃ c, T = c • LinearMap.id","['AddCommGroup', 'Field', 'Module', 'FiniteDimensional', 'Module.End', 'Submodule', 'FiniteDimensional.finrank', 'Submodule.map', 'LinearMap.id']",[],Axler,exercise_5_13,Axler.exercise_5_13,proof,test
Suppose that $T \in \mathcal{L}(V)$ has $\operatorname{dim} V$ distinct eigenvalues and that $S \in \mathcal{L}(V)$ has the same eigenvectors as $T$ (not necessarily with the same eigenvalues). Prove that $S T=T S$.,"theorem exercise_5_20 {F V : Type*} [AddCommGroup V] [Field F]
  [Module F V] [FiniteDimensional F V] {S T : End F V}
  (h1 : card (T.Eigenvalues) = finrank F V)
  (h2 : ∀ v : V, ∃ c : F, v ∈ eigenspace S c ↔ ∃ c : F, v ∈ eigenspace T c) :
  S * T = T * S :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","F : Type u_1
V : Type u_2
inst✝³ : AddCommGroup V
inst✝² : Field F
inst✝¹ : Module F V
inst✝ : FiniteDimensional F V
S, T : Module.End F V
h1 : Fintype.card (Module.End.Eigenvalues T) = FiniteDimensional.finrank F V
h2 : ∀ (v : V), ∃ c, v ∈ Module.End.eigenspace S c ↔ ∃ c, v ∈ Module.End.eigenspace T c
⊢ S * T = T * S","['AddCommGroup', 'Field', 'Module', 'FiniteDimensional', 'Module.End', 'Fintype.card', 'Module.End.Eigenvalues', 'FiniteDimensional.finrank', 'Module.End.eigenspace']",[],Axler,exercise_5_20,Axler.exercise_5_20,proof,test
Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$ has no eigenvalues. Prove that every subspace of $V$ invariant under $T$ has even dimension.,"theorem exercise_5_24 {V : Type*} [AddCommGroup V]
  [Module ℝ V] [FiniteDimensional ℝ V] {T : End ℝ V}
  (hT : ∀ c : ℝ, eigenspace T c = ⊥) {U : Submodule ℝ V}
  (hU : Submodule.map T U = U) : Even (finrank U) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝² : AddCommGroup V
inst✝¹ : Module ℝ V
inst✝ : FiniteDimensional ℝ V
T : Module.End ℝ V
hT : ∀ (c : ℝ), Module.End.eigenspace T c = ⊥
U : Submodule ℝ V
hU : Submodule.map T U = U
⊢ Even (FiniteDimensional.finrank ↥U)","['AddCommGroup', 'Module', 'FiniteDimensional', 'Module.End', 'Module.End.eigenspace', 'Submodule', 'Submodule.map', 'Even', 'FiniteDimensional.finrank']",[],Axler,exercise_5_24,Axler.exercise_5_24,proof,test
"Suppose $u, v \in V$. Prove that $\langle u, v\rangle=0$ if and only if $\|u\| \leq\|u+a v\|$ for all $a \in \mathbf{F}$.","theorem exercise_6_2 {V : Type*} [NormedAddCommGroup V] [Module ℂ V]
[InnerProductSpace ℂ V] (u v : V) :
  ⟪u, v⟫_ℂ = 0 ↔ ∀ (a : ℂ), ‖u‖  ≤ ‖u + a • v‖ :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝² : NormedAddCommGroup V
inst✝¹ : Module ℂ V
inst✝ : InnerProductSpace ℂ V
u, v : V
⊢ ⟪u, v⟫_ℂ = 0 ↔ ∀ (a : ℂ), ‖u‖ ≤ ‖u + a • v‖","['NormedAddCommGroup', 'Module', 'InnerProductSpace']",[],Axler,exercise_6_2,Axler.exercise_6_2,proof,test
"Prove that $\left(\sum_{j=1}^{n} a_{j} b_{j}\right)^{2} \leq\left(\sum_{j=1}^{n} j a_{j}{ }^{2}\right)\left(\sum_{j=1}^{n} \frac{b_{j}{ }^{2}}{j}\right)$ for all real numbers $a_{1}, \ldots, a_{n}$ and $b_{1}, \ldots, b_{n}$.","theorem exercise_6_3 {n : ℕ} (a b : Fin n → ℝ) :
  (∑ i, a i * b i) ^ 2 ≤ (∑ i : Fin n, i * a i ^ 2) * (∑ i, b i ^ 2 / i) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","n : ℕ
a, b : Fin n → ℝ
⊢ (∑ i : Fin n, a i * b i) ^ 2 ≤ (∑ i : Fin n, ↑↑i * a i ^ 2) * ∑ i : Fin n, b i ^ 2 / ↑↑i",['Fin'],[],Axler,exercise_6_3,Axler.exercise_6_3,proof,test
"Prove that if $V$ is a complex inner-product space, then $\langle u, v\rangle=\frac{\|u+v\|^{2}-\|u-v\|^{2}+\|u+i v\|^{2} i-\|u-i v\|^{2} i}{4}$ for all $u, v \in V$.","theorem exercise_6_7 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V] (u v : V) :
  ⟪u, v⟫_ℂ = (‖u + v‖^2 - ‖u - v‖^2 + I*‖u + I•v‖^2 - I*‖u-I•v‖^2) / 4 :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝¹ : NormedAddCommGroup V
inst✝ : InnerProductSpace ℂ V
u, v : V
⊢ ⟪u, v⟫_ℂ = (↑‖u + v‖ ^ 2 - ↑‖u - v‖ ^ 2 + Complex.I * ↑‖u + Complex.I • v‖ ^ 2 - Complex.I * ↑‖u - Complex.I • v‖ ^ 2) / 4","['NormedAddCommGroup', 'InnerProductSpace', 'Complex.I']",[],Axler,exercise_6_7,Axler.exercise_6_7,proof,test
"Suppose $\left(e_{1}, \ldots, e_{m}\right)$ is an orthonormal list of vectors in $V$. Let $v \in V$. Prove that $\|v\|^{2}=\left|\left\langle v, e_{1}\right\rangle\right|^{2}+\cdots+\left|\left\langle v, e_{m}\right\rangle\right|^{2}$ if and only if $v \in \operatorname{span}\left(e_{1}, \ldots, e_{m}\right)$.","theorem exercise_6_13 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V] {n : ℕ}
  {e : Fin n → V} (he : Orthonormal ℂ e) (v : V) :
  ‖v‖^2 = ∑ i : Fin n, ‖⟪v, e i⟫_ℂ‖^2 ↔ v ∈ Submodule.span ℂ (e '' Set.univ) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝¹ : NormedAddCommGroup V
inst✝ : InnerProductSpace ℂ V
n : ℕ
e : Fin n → V
he : Orthonormal ℂ e
v : V
⊢ ‖v‖ ^ 2 = ∑ i : Fin n, ‖⟪v, e i⟫_ℂ‖ ^ 2 ↔ v ∈ Submodule.span ℂ (e '' Set.univ)","['NormedAddCommGroup', 'InnerProductSpace', 'Fin', 'Orthonormal', 'Submodule.span', 'Set.univ']",[],Axler,exercise_6_13,Axler.exercise_6_13,proof,test
Suppose $U$ is a subspace of $V$. Prove that $U^{\perp}=\{0\}$ if and only if $U=V$,"theorem exercise_6_16 {K V : Type*} [IsROrC K] [NormedAddCommGroup V] [InnerProductSpace K V]
  {U : Submodule K V} :
  U.orthogonal = ⊥  ↔ U = ⊤ :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","K : Type u_1
V : Type u_2
inst✝² : IsROrC K
inst✝¹ : NormedAddCommGroup V
inst✝ : InnerProductSpace K V
U : Submodule K V
⊢ Uᗮ = ⊥ ↔ U = ⊤","['IsROrC', 'NormedAddCommGroup', 'InnerProductSpace', 'Submodule']",[],Axler,exercise_6_16,Axler.exercise_6_16,proof,test
